护栏 横杆 连接 装置   本 实用新型 涉及 护栏 横杆 连接 装置 ， 包括 上盖 、 下盖 及 套管 ， 所述 上盖 与 下 盖 组合 安装 ， 套管 将 上 盖 与 下 盖 固定 连接 ， 上盖 与 下 盖 安装 后 的 组合体 包括 位于 竖直 向且 两端 贯穿 的 空腔 ， 该 空腔 的 两侧 设有 向 水平 向 延伸 的 安装 腔 ， 套管 呈环 形状 ， 空腔 下方 开口 的 内壁 设有 定位 凹槽 。 本 实用新型 采用 塑料 ABS 一体 注塑 而成 ， 具有 强度 好 韧性 高 的 特点 ， 相比 金属件 尤其 适用 于 室外 露天 环境 ， 解决 了 金属件 会 生锈 腐蚀 ， 后期 不好 拆卸 等 问题 ， 塑料件 轻便 ， 拆卸 方便 ， 可 快速 完成 装配 且 制造 成本低 。 

一种 任意 刚度 偏心 结构 的 减震 方法   本发明 公开 了 一种 任意 刚度 偏心 结构 的 减震 方法 ， 包括 ： 选定 两层 任意 刚度 偏心 结构 模型 ， 并 确定 其 相关 技术参数 ； 在 极 坐标系 中 描述 刚度 中心 ( CR ) 和 附加 阻尼 中心 ( CSD ) ， 建立 结构 动力 方程 ； 建立 粘滞 阻尼器 的 阻尼力 表达式 ； 建立 结构 - 粘滞 阻尼器 系统 的 动力 方程 ； 通过 对 双向 水平 地震 谱 强度 因子 的 单位 化 ， 给出 结构 的 标准化 均 方根 扭转 位移 ( 即 评价 指标 ) 计算 式 ； 通过 径向 和 环向 地 变化 CSD 位置 ， 计算 分析 CSD 对 评价 指标 的 影响 规律 ， 实现 最优控制 。 创新 之 处 在于 ， 在 极 坐标系 中 描述 结构 CR 和 减震 装置 的 CSD 位置 ， 建立 了 普遍性 的 减震 设计 方法 。 本发明 方法 可以 容易 地 确定 出 CR 为 任意 位置 刚度 偏心 结构 的 CSD 最优 位置 。 

户型 结构   本 实用新型 提供 一种 户型 结构 ， 所述 户型 结构 为 一 多层 结构 ， 所述 多层 结构 的 二层 及 以上 楼层 每层 均 分别 为 一 独立 住户 层 ， 所述 多层 结构 中 设有 竖向 的 电梯 单元 ， 每个 所述 独立 住户 层上 的 住户 均 能够 通过 所述 电梯 单元 来往 于 所述 多层 结构 的 一层 与 相应 的 独立 住户 层 。 所述 户型 结构 通过 其 多层 结构 及 竖向 电梯 单元 的 独立 结构设计 ， 使该 多层 结构 的 二层 及 以上 楼层 每层 都 分别 为 一 独立 住户 层 ， 分隔 了 住户 的 居住 空间 ， 使 住户 得以 享有 独立 的 居住 空间 ； 并且 其中 每 一层 上 的 住户 都 能够 通过 电梯 单元 中 各自 的 电梯 往返 于 一层 、 地下 一层 及 自己 的 住户 单元 ， 消除 了 进出 楼道 时 可能 产生 的 相互 干扰 的 情况 ， 使 住户 能够 享有 独立 的 生活空间 。 

嵌入式 外包 U 形钢 - 混凝土 组合 梁   本发明 公开 了 一种 嵌入式 外包 U 形钢 - 混凝土 组合 梁 ， 包括 U 形钢 、 实心 混凝土 楼板 和 多个 扁钢 ， 所述 组合 梁为 T 形 截面 梁 ， 所述 U 形钢 包括 一对 槽钢 和 连接 钢板 ， 槽钢 开口 相对 设置 ， 其下翼缘 通过 所述 连接 钢板 相互 焊接 成 所述 U 形钢 ， 其 上翼缘 之间 存在 间隔 形成 所述 U 形钢 的 开口 端 ， 所述 多个 扁钢 的 两端 均 分别 设置 于 所述 槽钢 的 上翼缘 上 并 焊接 ， 所述 U 形钢 的 开口 端 设置 于 所述 实心 混凝土 楼板 内部 ， 所述 实心 混凝土 楼板 与 所述 U 形钢 内部 相通 ， 且 通过 混凝土 整体 浇筑 。 所述 嵌入式 外包 U 形 - 混凝土 组合 梁 的 有益 效果 为 ： 节省 抗剪 栓 钉 、 方便 施工 安装 、 增大 楼面 梁 刚度 、 节省 用 钢量 、 提高 抗弯 承载力 以及 提高 构件 耐火 极限 。 

用于 建筑间距 控制 的 间距 控制 尺   本 实用新型 提供 一种 用于 建筑间距 控制 的 间距 控制 尺 ， 其 通过 三块 玻璃板 和 一根 伸缩 杆 组成 一直 角 梯形 ， 所述 伸缩 杆 能够 通过 其 两端 在 作为 所述 直角 梯形 上边 和 下边 的 两块 玻璃板 上 的 移动 及 自身 的 伸缩 ， 改变 该 直角 梯形 所围 的 面积 ， 以 根据 纸质 图纸 上 的 建筑 布局 将 其 面积 改变 为 所 需 的 大小 ， 并 辅助 设计师 进行 判断 ， 直观 清晰 地 反映 出 间距 控制 是否 满足要求 。 

多 工况 工作 软钢 消能器   本 实用新型 涉及 多 工况 工作 软钢 消能器 ， 包括 顶板 、 面内 弯曲 屈服 型 耗能 件 、 多 片面 外 弯曲 屈服 型 耗能 件 、 底板 。 面内 弯曲 屈服 型 耗能 件 纵向 设置 于 顶板 、 底板 之间 ， 面外 弯曲 屈服 型 耗能 件 横向 设置 于 顶板 、 底板 之间 ， 垂直于 面内 弯曲 屈服 型 耗能 件 。 本 实用新型 将面 内 弯曲 屈服 型 耗能 件 和 面外 弯曲 屈服 型 耗能 件 组合 使用 ， 结合 两种 受力 形式 的 力学 特点 ， 实现 消能器 在 小震 工况 、 中震 工况 和 大震 工况 下均 可 有效 工作 的 性能 目标 。 小震 工况 下 ， 面内 弯曲 屈服 型 耗能 件 先 进入 塑性 状态 ， 开始 屈服 工作 。 中震 工况 和 大震 工况 下 ， 面内 弯曲 屈服 型 耗能 件 与 面外 弯曲 屈服 型 耗能 件 均 进入 塑性 状态 ， 屈服 工作 。 本 实用新型 能够 实现 多种 性能 目标 ， 具有 多道 耗能 防线 的 优点 。 

具有 邻里 交往 空间 的 住宅 户型   本 实用新型 提供 了 一种 具有 邻里 交往 空间 的 多层 住宅 ， 该 住宅 通过 位于 其 中央 的 电梯 或 / 和 户外 楼梯 实现 其 竖向 交通 ， 并 以 相邻 两层 为 一 户型 模块 ， 各 户型 模块 的 东西 两侧 分别 对称 地 设有 一个 或 两个 户型 单元 ， 每个 户型 单元 均 为 上下 二层 的 跃层 户型 ， 位于 所述 户型 模块 上层 上 的 分设 于 东西 两侧 各 户型 单元 之间 设有 邻里 交往 空间 。 与 现有 技术 相比 ， 本 户型 的 意义 在于 每 一层楼 充分利用 交通 面积 ， 每一 户均 具有 丰富 的 邻里 交往 空间 ， 有利于 居民 之间 形成 亲密 的 邻里关系 ， 提高 了 居民 的 生活 环境质量 。 

一种 L 型 空调 地板 送风 装置   本 实用新型 提供 了 一种 L 型 空调 地板 送风 装置 ， 包括 ： 主梁 和 次梁 ； 所述 主梁 和 次梁 构造 出 一个 L 型 送风 通道 。 本 实用新型 通过 土建 构造 一个 “ L ” 型 送风 通道 ， 实现 送风 风管 与 送风口 分离 ， 构造 简单 ， 方便 风管 连接 ， 不 占 架空 地板 空间 。 进一步 ， 土建 风管 设置 保温层 ， 送风 风管 设置 防护网 ， 避免 能量 损失 。 此外 ， 风口 集尘 装置 通过 吊杆 设置 在 土建 风道 底部 ， 不 影响 送风 通路 ， 且 便于 清扫 。 

多维 方向 屈服 耗能 软钢 消能器   本发明 涉及 一种 多维 方向 屈服 耗能 软钢 消能器 ， 主要 包括 顶板 、 多个 耗能 件 以及 底板 。 所述 耗能 件 采用 低 屈服点 钢制成 ， 轴心 剖面 为 对称 抛物线 外形 ， 横截面 为 圆形 ， 设置 于 所述 顶板 和 所述 底板 之间 。 本发明 提供 的 多维 方向 屈服 耗能 软钢 消能器 ， 其 耗能 件 轴心 剖面 采用 对称 抛物线 外形 ， 能够 在 地震 作用 下 形成 多个 塑性 屈服点 ， 引起 应力 重 分布 ， 有效 地 改善 了 应力 集中 效应 ， 增强 其 塑性变形 能力 和 低周 疲劳 性能 ， 提高 材料 的 利用率 。 其次 ， 所述 耗能 件 的 横截面 采用 圆形 ， 具有 中心 对称性 ， 在 水平面 内 的 各个 方向 具有 相同 的 力学性能 ， 能够 实现 多维 方向 的 屈服 耗能 。 

地图 索引 信息 查寻 系统 及其 查寻 方法   本发明 提供 一种 地图 索引 信息 查寻 系统 及其 查寻 方法 ， 所述 地图 索引 信息 查寻 系统 包括 地图 显示 模块 、 地理信息 分类 存储模块 、 输入 指令 接收 模块 和 数据 信息 存储模块 ， 该 地图 索引 信息 查寻 系统 在 现有 的 信息 查寻 系统 的 基础 上 加入 了 地图 显示 模块 及 地理信息 分类 存储模块 ， 在 地图 上 按照 地区 对 其 进行 划分 ， 形成 若干个 分类 单元 ， 以 通过 这些 分类 单元 进行 分类索引 ， 进而 使 用户 能够 在 地图 上 直观 地 选择 不同 的 地区 以 对 其 所 需 的 信息 进行 查寻 ， 并 能够 结合 地图 上 各 地区 的 不同 地理信息 ， 对 其 所 需 的 信息 进行 分析 。 

小户型 住宅   本 实用新型 提供 一种 小户型 住宅 ， 其 适用 于 九层 及 以下 的 多层 中高层 住宅楼 ， 以 三层 四户 ( 跃层 式 ) 为 一个 户型 模块 ， 每个 户型 模块 的 中间 一层 设 公共 走廊 连接 到 分设 于 其 两侧 的 四个 户型 单元 的 入口 ， 各 户型 模块 之间 以 公共 走廊 及楼 、 电梯 作为 横向 及 竖向 交通 。 每个 居住单元 均 为 上下 二层 的 跃层 户型 ， 入户 层为 厨房 、 餐厅 等 ， 通过 户内 楼梯 可通 至上 一层 或 下 一层 的 居室 层 。 居室 层 纵贯 南北 两侧 ， 南北 各 一间 卧室 ， 两 卧室 之间 设 卫生间 。 此 小户型 住宅 在 满足 日照 、 采光 等 卫生标准 、 法规 条件 的 情况 下 ， 其得 房率 、 南北 自然通风 条件 、 外墙 规则性 、 体形 系数 、 土地 使用率 等 方面 也 均 得到 了 改善 和 提高 ， 增加 了 住户 居住 的 舒适度 。 

一种 钢结构 连廊 滑动 支座   本 实用新型 公开 一种 钢结构 连廊 滑动 支座 ， 通过 在 限位 钢板 构成 的 凹槽 中 设置 滚珠 来 减小 摩擦力 ， 解决 了 现有 技术 中 钢结构 连廊 的 钢梁 端部 滑动 支座 节点 常 采用 的 耳板 侧接 或者 搁置 在 钢梁 上 两种 方式 ， 这 两种 方式 中 所 采用 的 水平 长 圆孔 需要 耗费 人力 进行 精确 的 尺寸 计算 ， 及 使用 过程 中 由于 生锈 或 杂物 等 因素 造成 的 摩擦力 逐渐 增大 ， 致使 支架 的 滑动 性能 下降 的 问题 ， 极大 的 提高 了 钢结构 连廊 滑动 支座 的 工作 性能 ， 延长 了 支座 的 使用寿命 。 

用于 建筑设计 优化 方案 判断 的 方法   本发明 提供 一种 用于 建筑设计 优化 方案 判断 的 方法 ， 其 通过 综合 所述 建筑 区域 某 一开 间 的 开间 面积 、 开间 展示 面 长度 及其 是否 超出 临界 面积 、 是否 接近 电梯 、 是否 接近 扶梯 、 是否 接近 地铁口 、 是否 位于 B1 或 1 层 ， 并 结合 所述 建筑 区域 是否 为 小型 项目 及 周边 人口数量 ， 预测 该 开间 的 人流量 效率 ， 再 通过 对 该 人流量 效率 数据 进行 分析 来 判断 决策 建筑设计 优化 方案 ， 建立 了 建筑设计 优化 的 一个 基准 ， 有助于 在 项目 尚未 开工 时 对 建筑设计 进行 最优 决策 方案 的 判断 和 改进 ， 进而 为 建筑设计 公司 对 建筑设计 及 投入 的 预判 提供 帮助 。 

住宅 用 排烟道 系统   本 实用新型 提供 一种 住宅 用 排烟道 系统 ， 其 包括 成品 烟道 和 若干 外 挑折梁 ， 在 住宅 外墙 的 每个 楼层 标高 处均 设有 所述 外 挑折梁 ， 所述 外 挑折梁 的 两端 分别 与 住宅 外墙 及 设置 于 住宅 外墙 外侧 的 住宅 侧墙 固定 连接 ， 所述 成品 烟道 设置 于 所述 外 挑折梁 、 住宅 外墙 及 住宅 侧墙 所 围成 的 孔洞 中 ， 并 分别 与 所述 外 挑折梁 、 住宅 外墙 及 住宅 侧墙 连接 固定 ， 该 住宅 用 排烟道 系统 将 成品 烟道 由 室内 ( 厨房 ) 移到 了 室外 ， 节省 了 室内空间 ， 不会 破坏 厨房 的 装修 效果 ， 并 通过 外 挑折梁 与 灰砂砖 砌体 的 设置 实现 了 对 成品 烟道 的 保护 ， 同时 成品 烟道 的 安装 状态 与 在 室内 时 一样 ， 也 提高 了 其 连接 可靠性 。 

设计 图纸 拆分 方法   本发明 提供 一种 设计 图纸 拆分 方法 ， 其 根据 各 预设 图框 的 世界坐标 范围 ， 并 通过 将 图框 内 各 元素 的 块 内 坐标 转换 为 世界坐标 ， 以 确定 单个 图框 中所 需 拆分 的 元素 ， 剔除 其他 元素 ， 进而 将 把 单个 图框 内 的 所有 元素 单独 拆 分成 一个个 单一 的 DWG 格式文件 ， 实现 了 采取 不 炸开 块 的 方式 在 图纸 效果 不 改变 的 基础 上 的 设计 图纸 拆分 工作 ， 且 这种 不 炸开 块 的 方式 也 提高 了 拆分 的 效率 ， 另外 ， 该 方法 在 拆分 图纸 之前 对 设计 图纸 进行 了 修复 清理 ， 这 大大减少 了 设计 图纸 在 不同 的 CA D版 本中 可能 会 无法 正常 打开 的 情况 。 

写字楼 租金 预测 方法   本发明 提供 一种 写字楼 租金 预测 方法 ， 其 通过 对 目标 写字楼 地处 区域 进行 成熟度 判断 ， 并 在 目标 写字楼 地处 区域 为 写字楼 成熟 区域 或 不 成熟 区域 时 分别 用 第一 预测 方法 或 第二 预测 方法 进行 目标 写字楼 租金 的 预测 ， 有助于 不同 区域 市场需求 的 分析 及 写字楼 本身 的 定位 ， 进而 为 建筑设计 公司 对 建筑设计 及 投入 的 预判 提供 帮助 ， 另外 ， 现有 的 写字楼 也 能够 根据 市场需求 和 自身 及 周边 情况 的 变化 对 自身 进行 定位 或 重新 装修 ， 以使 其 得到 相匹配 的 收益 并 满足 客户 的 需求 。 

接触式 防 屈曲 钢板 剪力墙 及其 制造 方法   本发明 提供 了 一种 接触式 防 屈曲 钢板 剪力墙 及其 制造 方法 。 接触式 防 屈曲 钢板 剪力墙 包括 内嵌 钢板 、 翼缘 、 加劲 肋 和 隔离 层 。 翼缘 焊接 于 内嵌 钢板 左右 两侧 ， 加劲 肋 布置 在内 嵌 钢板 的 前后 两侧 ， 并 支承 在 翼 缘 上 。 本发明 提供 的 接触式 防 屈曲 钢板 剪力墙 ， 避免 了 对 内嵌 钢板 开缝 或 开洞 ， 削弱 内嵌 钢板 的 截面 尺寸 、 破坏 拉力 带 ， 造成 承载力 和 刚度 的 降低 ， 同时 也 避免 在内 嵌 钢板 上 采用 焊接 工艺 ， 造成 内嵌 钢板 低周 疲劳 性能 的 降低 。 本发明 接触式 防 屈曲 钢板 剪力墙 结构 简单 、 施工 方便 ， 耗能 性能 优良 ， 适用范围 广泛 ， 能够 在 地震 作用 时 消耗 地震 输入 的 能量 ， 保护 主体 结构 免遭 破坏 。 

减压阀 门   本发明 提供 一种 减压阀 门 ， 其 通过 在阀 芯 与 阀座 上 配套 设置 长短不一 的 螺旋 环杆 与 相对 应 的 过 水孔 ， 使 工作人员 在 调节 该 减压阀 门 所 需 压力 时 ， 只 需 通过 调节 圆杆 调节阀 芯 与 阀座 之间 的 距离 ， 便 可 使 不同 长短 的 螺旋 环杆 先后 堵住 对应 的 过 水孔 ， 以 改变 阀座 上 未 堵住 的 过 水孔 的 数量 ， 进而 起到 了 调整 液体 经过 阀门 时 的 压力 的 作用 ， 该 减压阀 门 的 结构 简单 ， 制作 成本低 ， 且 减少 了 安装 及 操作 的 难度 。 

椭圆 开洞 面外 弯曲 屈服 型 消能器 及其 制造 方法   本发明 提供 了 一种 椭圆 开洞 面外 弯曲 屈服 型 消能器 及其 制造 方法 ， 该 椭圆 开洞 面外 弯曲 屈服 型 消能器 包括 顶板 、 椭圆 开 洞 耗能 板 、 底板 。 椭圆 开 洞 耗能 板 若干片 层叠 平行 间隔 放置 。 本发明 提供 的 椭圆 开洞 面外 弯曲 屈服 型 消能器 ， 结构 简单 、 施工 方便 ， 耗能 性能 优良 ， 能够 实现 在 小震 作用 时 提供 足够 的 初始 刚度 ， 在 大震 作用 时 消耗 地震 输入 的 能量 ， 保护 主体 结构 免遭 破坏 。 本发明 既 可以 应用 于 新建 建筑 ， 又 可以 应用 于 既有 建筑 的 加固 改造 。 

山地 住宅   本发明 提供 一种 山地 住宅 ， 在 山地 的 坡度 方向 结合 地形 标高 设置 多个 不同 标高 的 平台 ， 使得 在 这些 平台 上 建造 的 建筑 能够 很 好 地 利用 地形 ， 做到 了 即 节约 土地 又 保护 了 环境 ； 并且 沿 坡度 方向 的 多个 户型 模块 按照 一定 规律 错落 排布 ， 该 设计 布局 使 各 户型 模块 之间 不会 相互影响 ， 各 住户 的 隐私 得到 了 很 好 的 保护 ； 另外 各 户型 模块 的 三层 结构设计 及其 不同 标高 庭院 的 布局 也 能够 使 住户 得到 很 好 的 居住 环境 与 空间 体验 。 

角钢 加劲 防 屈曲 剪切 屈服 型 消能器 及其 制造 方法   本发明 提供 了 一种 角钢 加劲 防 屈曲 剪切 屈服 型 消能器 ， 包括 顶板 、 耗能 钢板 、 底板 、 竖向 加劲 角钢 、 横向 加劲 角钢 、 导向 板 以及 聚四氟乙烯 隔离 层 。 耗能 钢板 分别 与 顶板 的 下 表面 和 底板 的 上 表面 连接 。 竖向 加劲 角钢 设置 在 耗能 钢板 侧边 的 前后 两面 ， 约束 耗能 钢板 侧边 的 弯曲 变形 。 横向 加劲 角钢 设置 在 所述 耗能 钢板 中部 的 前后 两面 ， 约束 耗能 钢板 中部 的 鼓曲 变形 。 导向 板 设置 在 底板 的 上 表面 ， 约束 竖向 加劲 角钢 下 端的 面外 位移 。 聚四氟乙烯 隔离 层 分别 粘贴 在 竖向 加劲 角钢 、 横向 加劲 角钢 与 耗能 钢板 接触 的 侧面 上 。 本发明 提供 的 角钢 加劲 防 屈曲 剪切 屈服 型 消能 器具 有防 屈曲 方案 稳定 持续 、 延性 高 、 疲劳 性能 好 、 滞回 曲线 饱满 、 耗能 性能 优良 的 特点 ， 具有 良好 的 应用 前景 。 

箱形 钢柱 连接结构 及其 安装 方法   本发明 提供 一种 箱形 钢柱 连接结构 及其 安装 方法 ， 其 通过 在 箱 形钢柱 的 周侧 安装 钢 框架 ， 使 所述 钢 框架 包围 住所 述箱 形钢柱 并 与 所述 箱形 钢柱 连接 ， 再 在 钢 框架 与 箱 形钢柱 之间 通过 微 膨胀 砂浆 进行 填充 ， 以使 钢 框架 与 箱 形钢柱 之间 的 连接 更为 牢固 可靠 ， 新增 的 结构 钢梁 或 牛腿 等 构件 均 可 通过 设置 于 所述 钢 框架 一侧 或多侧 的 连接结构 与 之 连接 ， 将 所述 新增 结构 钢梁 或 牛腿 上 的 剪力 和 弯矩 转化 为箱 形钢柱 的 轴力 和 剪力 ， 保证 了 安装 新增 结构 钢梁 或 牛腿 后 整个 房屋结构 的 稳定性 和 可靠性 。 

基于 GPS 技术 的 全自动 静力 压桩 机 定位 控制系统   本发明 公开 了 基于 GPS 技术 的 全自动 静力 压桩 机 定位 控制系统 ， 包括 GPS 定位系统 、 压桩 机 控制 计算机 和 压桩 机自 走 机构 ； GPS 定位系统 包括 GPS 基准 站 和 机载 GPS ， GPS 基准 站 固定 于 压桩 机 附近 的 已知 坐标 点上 ， 所述 机载 GPS 固定 于 压桩 机 机身 ； 压桩 机 控制 计算机 连接 至 机载 GPS ， 通过 对 机载 GPS 采集 的 位置 坐标 的 计算 来 获得 当前 压桩 机 机构 的 中心 坐标 并 与 预定 的 压桩 施工 坐标 进行 比 对 ， 根据 比 对 结果 对 压桩 机自 走 机构 进行 控制 使压 桩 机 移动 ， 直至 压桩 机 机构 的 中心 坐标 与 施工 坐标 间 的 误差 小于 施工 要求 ； 本发明 通过 载波 相位差 分 技术 来 获取 压桩 机 的 精确 位置 ， 能以 较 高 的 定位精度 使压 桩 机 精确 自动 定位 和 水平 姿态 自动 调整 。 

一种 装配式 轻质 楼板   本 实用新型 涉及 一种 装配式 轻质 楼板 ， 涉及 建筑 结构 领域 ， 包括 自下而上 设置 的 普通 细石 砼 层 和 轻质 砼层 形成 的 板体 ， 所述 板 体内 的 两端 部分 别 包裹 有 槽口 相向 的 薄壁 U 型钢 ， 两 薄壁 U 型钢 的 上 、 下部 分别 经 电焊 钢筋 网 相连接 ， 两 电焊 钢筋 网 之间 双向 焊接 有 斜插 钢丝 ， 所述 板体 的 两侧 部 还 分别 设置 有 纵向 贯穿 普通 细石 砼 层 、 薄壁 U 型钢 及 轻质 砼层 的 预留 孔 。 该 轻质 楼板 不仅 结构紧凑 ， 而且 质量 轻 ， 方便 装配 。 

一种 轻质 装配式 楼梯 及其 施工 方法   本发明 涉及 一种 轻质 装配式 楼梯 及其 施工 方法 ， 涉及 建筑 结构 领域 ， 包括 上层 为 轻质 砼层 的 斜梁 ， 所述 斜梁 的 上侧 斜面 上 设置 有 若干 台阶 ， 斜梁 的 上 、 下端 还 分别 设有 用于 连接 的 支撑 部 ， 所述 支撑 部内 分别 包裹 有 薄壁 U 型钢 ， 两 薄壁 U 型钢 的 槽口 相向 ， 且 两 薄壁 U 型钢 的 上 下部 分别 经 包裹 于 斜 梁内 的 电焊 钢筋 网 相连接 ， 位于 两 电焊 钢筋 网 之间 焊接 有 斜插 钢丝 ， 所述 斜梁 上端 或 下 端的 支撑 部上 设置 有 自上而下 贯穿 薄壁 U 型钢 的 螺栓 孔 。 该 楼梯 不仅 结构紧凑 ， 质量 轻 ， 而且 施工 方法 便捷 。 

一种 装配式 自 保温 轻质 混凝土 墙体 挂板 及 安装 方法   本发明 涉及 一种 装配式 自 保温 轻质 混凝土 墙体 挂板 及 安装 方法 ， 涉及 建筑 结构 领域 ， 包括 由 轻质 砼 浇注 形成 的 挂 板 本体 ， 所述 挂板 本体 的 两侧 部分 别 包裹 有 槽口 相向 的 薄壁 U 型钢 ， 两 薄壁 U 型钢 的 上 、 下部 分别 经 电焊 钢筋 网 相连接 ， 两 电焊 钢筋 网 之间 双向 焊接 有 斜插 钢丝 ， 所述 挂板 本体 的 周部 还 间隔 布设 有 用于 穿设 连接 螺栓 与 墙体 相连接 的 螺栓 孔 ， 位于 两侧 部 的 螺栓 孔 分别 纵向 贯穿 薄壁 U 型钢 的 上 、 下 侧板 ； 安装 方法 ， 包括 以下 步骤 ： 1 ) 在 房屋 的 框架 梁 和 框架 柱内 间隔 预埋 螺栓 套 ， 并 预制 挂板 ； 2 ) 在 挂 板 的 螺栓 孔内 穿设 连接 螺栓 使 其 与 框架 梁 或 框架 柱内 的 螺栓 套 相螺接 ； 3 ) 相邻 挂板 之间 的 间隙 使用 橡胶垫 隔离 ； 4 ) 采用 耐 侵蚀 密封胶 对 间隙 进行 镶缝 。 该 挂 板 不仅 结构紧凑 ， 质量 轻 ， 而且 该 挂 板 的 安装 方法 简便 ， 接装 便捷 。 

建筑物 构件 相对 位移 信号 传感 发生 装置 及其 使用 方法   本发明 涉及 建筑物 构件 相对 位移 信号 传感 发生 装置 及其 使用 方法 。 所述 装置 包括 设置 于 A 建筑物 构件 和 B 建筑物 构件之间 的 相对 位移 测量 装置 ； 相对 位移 测量 装置 包括 一端 固定 于 所述 A 建筑物 构件 上 的 封装 盒 ， 封装 盒内 设置 有 一 位移 电子 测量 模块 和 滑动 杆 ， 位移 电子 测量 模块 包括 容栅 位移 传感器 ， 容栅 位移 传感器 的 动栅 设置 于 滑动 杆上 ， 滑动 杆 的 牵引 端 连接 有 一 钢丝 ， 经 设置 于 封装 盒 相应 侧壁 的 开孔 伸出 ， 并 与 B 建筑物 构件 连接 ； 封装 盒内 还 设置 有 控制 模块 及 与 控制 模块 连接 的 发射 模块 ， 控制 模块 还 连接 至容 栅 位移 传感器 。 本发明 有利于 安全 监管部门 或 用户 及时 获取 建筑物 位移 错位 信息 ， 从而 有效 保证 了 安全监控 部门 或 用户 对 建筑物 的 监测 ， 提前 预警 以 防止 安全事故 发生 。 

一种 环保 装饰 透水 路面 结构 及其 施工 方法   本发明 涉及 一种 环保 装饰 透水 路面 结构 及其 施工 方法 ， 包括 透 水路 面板 ， 所述 透 水路 面板 上 设有 若干个 透 水孔 ， 透 水路 面板 周侧 设有 以 使 相邻 透 水路 面板 相联接 以 容纳 砼 的 槽 道 ， 透 水路 面板 的 下方 铺设 有 砼 结合 层及 砼 结合 层 下方 的 碎石 储水 层 ； 施工 方法 包括 以下 步骤 ： 整平 基层 ； 在 基层 上 填置 碎石 储水 层 ； 在 碎石 储水 层 上方 铺设 砼 结合 层 ， 同时 将 预制 好 的 透 水路 面板 铺设 于 砼 结合 层上 ， 相邻 两透 水路 面板 留有 一定 间隙 ； 在 砼 结合 层初 凝前 以 透 水路 面板 的 透 水孔 为 基孔 进行 清孔 ， 使透 水孔 穿透 砼 结合 层 ， 延伸 至 碎石 储水 层 ； 砼 结合 层终 凝后 ， 在 相邻 透 水路 面板 的 缝隙 内 灌注 细石 砼 ， 使 其 填满 槽 道 并 勾缝 处理 。 本发明 可 提高 透水 路面 的 透水 、 涵养 地下水 源 、 改善 局部 生态环境 。 

一种 环保 装饰 透水 水泥 路面 制备 方法   一种 环保 装饰 透水 水泥 路面 制备 方法 ， 包括 以下 制备 步骤 ： 整平 并 夯实 基层 ； 在 步骤 基层 上 铺设 碎石 或 卵石 蓄水 垫层 ； 在 碎石 或 卵石 蓄水 层上 铺设 土工布 ； 在 土工布 层上 铺设 混凝土 结构层 ； 在 混凝土 结构层 初凝前 ， 用 模具 或 工具 压印 形成 装饰 面层 ； 装饰 路面 混凝土 结构层 终凝后 ， 喷涂 耐磨 彩色 涂料 形成 装饰 保护层 ； 在 装饰 保护层 终凝后 ， 对 装饰 路面 按 纵横 格式 排列 分布 进行 机械 钻孔 ， 以 形成 贯通 至 蓄水 垫层 的 排水 孔 。 本发明 施工 方法 简单 、 现场 作业 效率高 ， 造价 低 ， 铺设 形成 的 路面 整体性 好 、 承载力 高 ， 路面 整齐 美观 ， 款式 新颖 色彩 丰富 ， 透水 可靠 度高 ， 排水 孔易 清理 ， 后期 维护 简单 且 具有 良好 的 透水性 、 透气性 ， 并 能 涵养 地下水 源 、 改善 局部 生态环境 。 

屋面 保温层 透气 装置   本 实用新型 涉及 一种 屋面 保温层 透气 装置 ， 包括 L 形 的 通气管 ， 其 特征 在于 ： 所述 通气管 的 纵向 段 设于 屋面 保温层 内 ， 所述 通气管 的 横向 段 上 设有 单向阀 ， 所述 单向阀 的 进气口 位于 通气管 内 ， 出气口 置于 室外 。 本 实用新型 具有 结构 简单 ， 造价 低廉 ， 安全可靠 等 优点 ， 可 替代 各类 保温 屋面 的 通风管 。 

用于 低层 建筑 的 脚手架   本 实用新型 提供 了 用于 低层 建筑 的 脚手架 ， 包括 脚手架 框体 和 提升 装置 ， 提升 装置 装配 在 脚手架 框体 上 ； 提升 装置 包括 升降 篮 和 卷扬机 ， 卷扬机 的 卷绕 端 与 升降 篮 通过 吊绳 连接 ， 实现 将 升降 篮由 地面 提升 至 脚手架 的 作业 高度 处 。 本 实用新型 通过 在 脚手架 框体 上 增加 提升 装置 ， 将 建筑材料 通过 提升 装置 运送 至 脚手架 的 相应 施工 作业 高度 的 位置 处 ， 再 由 该 层 的 施工人员 取 下 ， 供该 层 施工人员 使用 。 解决 了 用于 低层 建筑 的 脚手架 不 具有 自动 运输 建筑材料 的 功能 ， 费时费力 ， 且 利用 人工 运送 易 带来 危险 的 技术 问题 。 本 实用新型 中 ， 针对 提升 装置 的 结构 ， 还 增设 了 升降 篮 限位 结构件 ， 解决 了 升降 篮在 上升 或者 降落 过程 中 ， 容易 摆动 ， 带来 安全隐患 的 技术 问题 。 

